message_id,conversation_id,topic,timestamp,labeler_id,confidence
36516,0,Spam Messages,20250114000000,llama3.3:70b,1.0
36517,1,Crypto Discussion,20250114000542,llama3.3:70b,1.0
36518,0,Spam Messages,20250114001026,llama3.3:70b,1.0
36519,0,Spam Messages,20250114001549,llama3.3:70b,1.0
36520,0,Spam Messages,20250114002013,llama3.3:70b,1.0
36521,0,Spam Messages,20250114002522,llama3.3:70b,1.0
36522,0,Spam Messages,20250114003038,llama3.3:70b,1.0
36523,2,Crypto Token Discussion,20250114003541,llama3.3:70b,1.0
36524,0,Spam Messages,20250114004019,llama3.3:70b,1.0
36525,0,Spam Messages,20250114004501,llama3.3:70b,1.0
36526,0,Spam Messages,20250114005029,llama3.3:70b,1.0
36573,3,$PAWS Token Discussion,20250114015542,llama3.3:70b,1.0
36574,3,$PAWS Token Discussion,20250114020549,llama3.3:70b,1.0
36575,0,Spam Messages,20250114022238,llama3.3:70b,1.0
36576,0,Spam Messages,20250114023026,llama3.3:70b,1.0
36516 is not in the data it was assumed to be a starting point,,,20250228092842,llama3.3:70b,1.0
the real message_id's are,,,20250228092842,llama3.3:70b,1.0
36516 -> 36575 so they were replaced with actual numbers and assuming first conversation starts at the beginning.,,,20250228092842,llama3.3:70b,1.0
However since these are out of order this has been adjusted,,,20250228092842,llama3.3:70b,1.0
36573 -> 36574 appear to be part of same converstion,but there is not enough data for further conversation analysis.,,20250228092842,llama3.3:70b,1.0
36578,0,Spam Messages,20250114051733,llama3.3:70b,1.0
36580,0,Spam Messages,20250114064659,llama3.3:70b,1.0
36582,1,Cryptocurrency Market Trends,20250114092102,llama3.3:70b,1.0
36583,1,Cryptocurrency Market Trends,20250114093558,llama3.3:70b,1.0
36587,2,Upcoming Announcement,20250114094036,llama3.3:70b,1.0
36588,2,Upcoming Announcement,20250114094206,llama3.3:70b,1.0
36589,2,Upcoming Announcement,20250114100349,llama3.3:70b,1.0
36590,3,Greeting,20250114101101,llama3.3:70b,1.0
36592,1,Cryptocurrency Market Trends,20250114112840,llama3.3:70b,1.0
36597,4,Job Offer for DeFi Development,20250114132545,llama3.3:70b,1.0
36599,1,Short days,20250114133347,llama3.3:70b,1.0
36600,2,NSYE opening,20250114133527,llama3.3:70b,1.0
36602,3,Greeting,20250114142650,llama3.3:70b,1.0
36603,1,Response to offering,20250114143019,llama3.3:70b,1.0
36605,4,X Empire & Notcoin airdrop,20250114155511,llama3.3:70b,1.0
36607,5,Web3 Global Media event invitation,20250114164755,llama3.3:70b,1.0
36608,5,Response to event invitation,20250114165032,llama3.3:70b,1.0
36610,4,X Empire & Notcoin airdrop (duplicate),20250114170811,llama3.3:70b,1.0
36611,2,Missing update,20250114181900,llama3.3:70b,1.0
36613,2,Bridge update,20250114182725,llama3.3:70b,1.0
36615,1,Project Status and Partnerships,20250114183454,llama3.3:70b,1.0
36616,2,Reclaiming Gas Fees,20250114184909,llama3.3:70b,1.0
36617,2,Reclaiming Gas Fees,20250114184913,llama3.3:70b,1.0
36618,2,Reclaiming Gas Fees,20250114184915,llama3.3:70b,1.0
36619,2,Reclaiming Gas Fees,20250114184917,llama3.3:70b,1.0
36620,3,Cere Network x Hyperbridge Integration,20250114185127,llama3.3:70b,1.0
36621,3,Cere Network x Hyperbridge Integration,20250114185343,llama3.3:70b,1.0
36623,0,Spam Messages,20250114185657,llama3.3:70b,1.0
36626,4,Moderator Role Inquiry,20250114212347,llama3.3:70b,1.0
36627,0,Spam Messages,20250114220201,llama3.3:70b,1.0
36628,0,Spam Messages,20250114220540,llama3.3:70b,1.0
36630,1,Unknown/Unrelated,20250114235541,llama3.3:70b,1.0
36633,2,Spam Messages,20250115012149,llama3.3:70b,1.0
36634,0,Spam Messages,20250115015655,llama3.3:70b,1.0
36635,2,Spam Messages,20250115025244,llama3.3:70b,1.0
36638,3,Business Partnership Inquiry,20250115043148,llama3.3:70b,1.0
36639,3,Business Partnership Inquiry,20250115043230,llama3.3:70b,1.0
36640,4,Cere Expectations,20250115043604,llama3.3:70b,1.0
36641,4,Cere Expectations,20250115050531,llama3.3:70b,1.0
36642,0,Spam Messages,20250115060900,llama3.3:70b,1.0
36644,1,Defending Price from Falling,20250115072601,llama3.3:70b,1.0
36646,1,Defending Price from Falling,20250115074713,llama3.3:70b,1.0
36647,2,Low Engagement on the Platform,20250115081634,llama3.3:70b,1.0
36648,3,Unknown Topic,20250115081658,llama3.3:70b,1.0
36652,4,Mentioning Users,20250115113850,llama3.3:70b,1.0
36653,4,Acknowledging Mention,20250115114231,llama3.3:70b,1.0
36654,4,Agreement or Confirmation,20250115114319,llama3.3:70b,1.0
36655,2,Low Engagement on the Platform,20250115123855,llama3.3:70b,1.0
36656,1,Defending Price from Falling,20250115131546,llama3.3:70b,1.0
36657,1,Defending Price from Falling,20250115133251,llama3.3:70b,1.0
36658,1,Boosting Morale for Old Holders,20250115133905,llama3.3:70b,1.0
36659,1,Reaction to Belief,20250115134140,llama3.3:70b,1.0
36660,2,Nostalgia and Community Reflection,20250115134343,llama3.3:70b,1.0
36661,2,Passage of Time,20250115134354,llama3.3:70b,1.0
36662,2,Recognizing Original Community Members,20250115134428,llama3.3:70b,1.0
36663,3,Admiration and Influence,20250115135737,llama3.3:70b,1.0
36664,3,Shared Admiration,20250115135911,llama3.3:70b,1.0
