message_id,conversation_id,topic,timestamp,labeler_id,confidence
36573,0,Spam Messages,20250114015542,llama3.3:70b,1.0
36574,0,Spam Messages,20250114020549,llama3.3:70b,1.0
36575,0,Spam Messages,20250114022238,llama3.3:70b,1.0
36576,0,Spam Messages,20250114023026,llama3.3:70b,1.0
36571,1,Discussion on CERE Token Price Volatility,20250114014000,llama3.3:70b,1.0
36572,2,Promotion of XTONXWHEELROBOT,20250114014500,llama3.3:70b,1.0
36570,3,$PAWS Token Giveaway,20250114013000,llama3.3:70b,1.0
36569,4,Discussion on CERE Token Burn,20250114012000,llama3.3:70b,1.0
36568,5,Promotion of $PAWS Token,20250114011000,llama3.3:70b,1.0
36567,6,Discussion on Market Trends,20250114010000,llama3.3:70b,1.0
36566,7,$PAWS Token Airdrop,20250114005000,llama3.3:70b,1.0
36565,8,Promotion of CERE Token,20250114004000,llama3.3:70b,1.0
36564,9,Discussion on Blockchain Technology,20250114003000,llama3.3:70b,1.0
36563,10,$PAWS Token Giveaway,20250114002000,llama3.3:70b,1.0
36562,11,Promotion of XTONXWHEELROBOT,20250114001000,llama3.3:70b,1.0
36561,12,Discussion on CERE Token Price,20250114000000,llama3.3:70b,1.0
36560,13,$PAWS Token Airdrop,20250113235000,llama3.3:70b,1.0
36559,14,Promotion of $PAWS Token,20250113234000,llama3.3:70b,1.0
36558,15,Discussion on Market Volatility,20250113233000,llama3.3:70b,1.0
36557,16,$PAWS Token Giveaway,20250113232000,llama3.3:70b,1.0
36556,17,Promotion of CERE Token,20250113231000,llama3.3:70b,1.0
36555,18,Discussion on Blockchain Adoption,20250113230000,llama3.3:70b,1.0
36554,19,$PAWS Token Airdrop,20250113225000,llama3.3:70b,1.0
36553,20,Promotion of XTONXWHEELROBOT,20250113224000,llama3.3:70b,1.0
36552,0,Spam Messages,20250113223000,llama3.3:70b,1.0
36551,0,Spam Messages,20250113222000,llama3.3:70b,1.0
36550,0,Spam Messages,20250113221000,llama3.3:70b,1.0
36549,21,Discussion on CERE Token Burn,20250113220000,llama3.3:70b,1.0
36548,22,$PAWS Token Giveaway,20250113215000,llama3.3:70b,1.0
36547,23,Promotion of $PAWS Token,20250113214000,llama3.3:70b,1.0
36546,24,Discussion on Market Trends,20250113213000,llama3.3:70b,1.0
36545,25,$PAWS Token Airdrop,20250113212000,llama3.3:70b,1.0
36544,26,Promotion of CERE Token,20250113211000,llama3.3:70b,1.0
36543,27,Discussion on Blockchain Technology,20250113210000,llama3.3:70b,1.0
36542,28,$PAWS Token Giveaway,20250113205000,llama3.3:70b,1.0
36541,29,Promotion of XTONXWHEELROBOT,20250113204000,llama3.3:70b,1.0
36540,30,Discussion on CERE Token Price,20250113203000,llama3.3:70b,1.0
36539,0,Spam Messages,20250113202000,llama3.3:70b,1.0
36538,0,Spam Messages,20250113201000,llama3.3:70b,1.0
36537,31,$PAWS Token Airdrop,20250113200000,llama3.3:70b,1.0
36536,32,Promotion of $PAWS Token,20250113195000,llama3.3:70b,1.0
36535,33,Discussion on Market Volatility,20250113194000,llama3.3:70b,1.0
36534,34,$PAWS Token Giveaway,20250113193000,llama3.3:70b,1.0
36533,35,Promotion of CERE Token,20250113192000,llama3.3:70b,1.0
36532,36,Discussion on Blockchain Adoption,20250113191000,llama3.3:70b,1.0
36531,37,$PAWS Token Airdrop,20250113190000,llama3.3:70b,1.0
36530,38,Promotion of XTONXWHEELROBOT,20250113185000,llama3.3:70b,1.0
36529,0,Spam Messages,20250113184000,llama3.3:70b,1.0
36528,0,Spam Messages,20250113183000,llama3.3:70b,1.0
36527,39,Discussion on CERE Token Burn,20250113182000,llama3.3:70b,1.0
36526,40,$PAWS Token Giveaway,20250113181000,llama3.3:70b,1.0
36525,41,Promotion of $PAWS Token,20250113180000,llama3.3:70b,1.0
36524,42,Discussion on Market Trends,20250113175000,llama3.3:70b,1.0
36523,43,$PAWS Token Airdrop,20250113174000,llama3.3:70b,1.0
36522,44,Promotion of CERE Token,20250113173000,llama3.3:70b,1.0
36521,45,Discussion on Blockchain Technology,20250113172000,llama3.3:70b,1.0
36520,46,$PAWS Token Giveaway,20250113171000,llama3.3:70b,1.0
36519,47,Promotion of XTONXWHEELROBOT,20250113170000,llama3.3:70b,1.0
36518,48,Discussion on CERE Token Price,20250113165000,llama3.3:70b,1.0
36517,0,Spam Messages,20250113164000,llama3.3:70b,1.0
36516,0,Spam Messages,20250113163000,llama3.3:70b,1.0
36515,49,$PAWS Token Airdrop,20250113162000,llama3.3:70b,1.0
36514,50,Promotion of $PAWS Token,20250113161000,llama3.3:70b,1.0
36513,51,Discussion on Market Volatility,20250113160000,llama3.3:70b,1.0
36512,52,$PAWS Token Giveaway,20250113155000,llama3.3:70b,1.0
36511,53,Promotion of CERE Token,20250113154000,llama3.3:70b,1.0
36510,54,Discussion on Blockchain Adoption,20250113153000,llama3.3:70b,1.0
36509,55,$PAWS Token Airdrop,20250113152000,llama3.3:70b,1.0
36508,56,Promotion of XTONXWHEELROBOT,20250113151000,llama3.3:70b,1.0
36507,57,Discussion on CERE Token Burn,20250113150000,llama3.3:70b,1.0
36506,58,$PAWS Token Giveaway,20250113145000,llama3.3:70b,1.0
36505,59,Promotion of $PAWS Token,20250113144000,llama3.3:70b,1.0
36504,60,Discussion on Market Trends,20250113143000,llama3.3:70b,1.0
36503,61,$PAWS Token Airdrop,20250113142000,llama3.3:70b,1.0
36502,62,Promotion of CERE Token,20250113141000,llama3.3:70b,1.0
36501,63,Discussion on Blockchain Technology,20250113140000,llama3.3:70b,1.0
36500,64,$PAWS Token Giveaway,20250113135000,llama3.3:70b,1.0
36499,65,Promotion of XTONXWHEELROBOT,20250113134000,llama3.3:70b,1.0
36498,66,Discussion on CERE Token Price,20250113133000,llama3.3:70b,1.0
36497,67,$PAWS Token Airdrop,20250113132000,llama3.3:70b,1.0
36496,68,Promotion of $PAWS Token,20250113131000,llama3.3:70b,1.0
36495,69,Discussion on Market Volatility,20250113130000,llama3.3:70b,1.0
36494,70,$PAWS Token Giveaway,20250113125000,llama3.3:70b,1.0
36493,71,Promotion of CERE Token,20250113124000,llama3.3:70b,1.0
36492,72,Discussion on Blockchain Adoption,20250113123000,llama3.3:70b,1.0
36491,73,$PAWS Token Airdrop,20250113122000,llama3.3:70b,1.0
36490,74,Promotion of XTONXWHEELROBOT,20250113121000,llama3.3:70b,1.0
36489,75,Discussion on CERE Token Burn,20250113120000,llama3.3:70b,1.0
36488,76,$PAWS Token Giveaway,20250113115000,llama3.3:70b,1.0
