message_id,conversation_id,topic,timestamp,labeler_id,confidence
36575,0,Spam Messages,20250114022238,llama3.3:70b,1.0
36576,0,Spam Messages,20250114023026,llama3.3:70b,1.0
36573,0,Spam Messages,20250114015542,llama3.3:70b,1.0
36574,0,Spam Messages,20250114020549,llama3.3:70b,1.0
36571,0,Spam Messages,20250114014500,llama3.3:70b,1.0
36572,0,Spam Messages,20250114015000,llama3.3:70b,1.0
36570,0,Spam Messages,20250114014000,llama3.3:70b,1.0
36569,0,Spam Messages,20250114013500,llama3.3:70b,1.0
36568,0,Spam Messages,20250114013000,llama3.3:70b,1.0
36567,0,Spam Messages,20250114012500,llama3.3:70b,1.0
36566,0,Spam Messages,20250114012000,llama3.3:70b,1.0
36565,0,Spam Messages,20250114011500,llama3.3:70b,1.0
36564,0,Spam Messages,20250114011000,llama3.3:70b,1.0
36563,0,Spam Messages,20250114010500,llama3.3:70b,1.0
36562,0,Spam Messages,20250114010000,llama3.3:70b,1.0
36561,0,Spam Messages,20250114005500,llama3.3:70b,1.0
36560,0,Spam Messages,20250114005000,llama3.3:70b,1.0
36559,0,Spam Messages,20250114004500,llama3.3:70b,1.0
36558,0,Spam Messages,20250114004000,llama3.3:70b,1.0
36557,0,Spam Messages,20250114003500,llama3.3:70b,1.0
36556,0,Spam Messages,20250114003000,llama3.3:70b,1.0
36555,0,Spam Messages,20250114002500,llama3.3:70b,1.0
36554,0,Spam Messages,20250114002000,llama3.3:70b,1.0
36553,0,Spam Messages,20250114001500,llama3.3:70b,1.0
36552,0,Spam Messages,20250114001000,llama3.3:70b,1.0
36551,0,Spam Messages,20250114000500,llama3.3:70b,1.0
36550,0,Spam Messages,20250114000000,llama3.3:70b,1.0
36549,0,Spam Messages,20250113235500,llama3.3:70b,1.0
36548,0,Spam Messages,20250113235000,llama3.3:70b,1.0
36547,0,Spam Messages,20250113234500,llama3.3:70b,1.0
36546,0,Spam Messages,20250113234000,llama3.3:70b,1.0
36545,0,Spam Messages,20250113233500,llama3.3:70b,1.0
36544,0,Spam Messages,20250113233000,llama3.3:70b,1.0
36543,0,Spam Messages,20250113232500,llama3.3:70b,1.0
36542,0,Spam Messages,20250113232000,llama3.3:70b,1.0
36541,0,Spam Messages,20250113231500,llama3.3:70b,1.0
36540,0,Spam Messages,20250113231000,llama3.3:70b,1.0
36539,0,Spam Messages,20250113230500,llama3.3:70b,1.0
36538,0,Spam Messages,20250113230000,llama3.3:70b,1.0
36537,0,Spam Messages,20250113225500,llama3.3:70b,1.0
36536,0,Spam Messages,20250113225000,llama3.3:70b,1.0
36535,0,Spam Messages,20250113224500,llama3.3:70b,1.0
36534,0,Spam Messages,20250113224000,llama3.3:70b,1.0
36533,0,Spam Messages,20250113223500,llama3.3:70b,1.0
36532,0,Spam Messages,20250113223000,llama3.3:70b,1.0
36531,0,Spam Messages,20250113222500,llama3.3:70b,1.0
36530,0,Spam Messages,20250113222000,llama3.3:70b,1.0
36529,0,Spam Messages,20250113221500,llama3.3:70b,1.0
36528,0,Spam Messages,20250113221000,llama3.3:70b,1.0
36527,0,Spam Messages,20250113220500,llama3.3:70b,1.0
36526,0,Spam Messages,20250113220000,llama3.3:70b,1.0
36525,0,Spam Messages,20250113215500,llama3.3:70b,1.0
36524,0,Spam Messages,20250113215000,llama3.3:70b,1.0
36523,0,Spam Messages,20250113214500,llama3.3:70b,1.0
36522,0,Spam Messages,20250113214000,llama3.3:70b,1.0
36521,0,Spam Messages,20250113213500,llama3.3:70b,1.0
36520,0,Spam Messages,20250113213000,llama3.3:70b,1.0
36519,0,Spam Messages,20250113212500,llama3.3:70b,1.0
36518,0,Spam Messages,20250113212000,llama3.3:70b,1.0
36517,0,Spam Messages,20250113211500,llama3.3:70b,1.0
36516,0,Spam Messages,20250113211000,llama3.3:70b,1.0
36515,0,Spam Messages,20250113210500,llama3.3:70b,1.0
36514,0,Spam Messages,20250113210000,llama3.3:70b,1.0
36513,0,Spam Messages,20250113205500,llama3.3:70b,1.0
36512,0,Spam Messages,20250113205000,llama3.3:70b,1.0
36511,0,Spam Messages,20250113204500,llama3.3:70b,1.0
36510,0,Spam Messages,20250113204000,llama3.3:70b,1.0
36509,0,Spam Messages,20250113203500,llama3.3:70b,1.0
36508,0,Spam Messages,20250113203000,llama3.3:70b,1.0
36507,0,Spam Messages,20250113202500,llama3.3:70b,1.0
36506,0,Spam Messages,20250113202000,llama3.3:70b,1.0
36505,0,Spam Messages,20250113201500,llama3.3:70b,1.0
36504,0,Spam Messages,20250113201000,llama3.3:70b,1.0
36503,0,Spam Messages,20250113200500,llama3.3:70b,1.0
36502,0,Spam Messages,20250113200000,llama3.3:70b,1.0
36501,0,Spam Messages,20250113195500,llama3.3:70b,1.0
36500,0,Spam Messages,20250113195000,llama3.3:70b,1.0
36499,0,Spam Messages,20250113194500,llama3.3:70b,1.0
36498,0,Spam Messages,20250113194000,llama3.3:70b,1.0
36497,0,Spam Messages,20250113193500,llama3.3:70b,1.0
36496,0,Spam Messages,20250113193000,llama3.3:70b,1.0
36495,0,Spam Messages,20250113192500,llama3.3:70b,1.0
36494,0,Spam Messages,20250113192000,llama3.3:70b,1.0
36493,0,Spam Messages,20250113191500,llama3.3:70b,1.0
36492,0,Spam Messages,20250113191000,llama3.3:70b,1.0
36491,0,Spam Messages,20250113190500,llama3.3:70b,1.0
36490,0,Spam Messages,20250113190000,llama3.3:70b,1.0
36489,0,Spam Messages,20250113185500,llama3.3:70b,1.0
36488,0,Spam Messages,20250113185000,llama3.3:70b,1.0
36487,0,Spam Messages,20250113184500,llama3.3:70b,1.0
36486,0,Spam Messages,20250113184000,llama3.3:70b,1.0
36485,0,Spam Messages,20250113183500,llama3.3:70b,1.0
36484,0,Spam Messages,20250113183000,llama3.3:70b,1.0
36483,0,Spam Messages,20250113182500,llama3.3:70b,1.0
36482,0,Spam Messages,20250113182000,llama3.3:70b,1.0
36481,0,Spam Messages,20250113181500,llama3.3:70b,1.0
