message_id,conversation_id,topic,timestamp,labeler_id,confidence
36573,0,Spam Messages,20250114015542,llama3.3,1.0
36574,0,Spam Messages,20250114020549,llama3.3,1.0
36575,0,Spam Messages,20250114022238,llama3.3,1.0
36576,0,Spam Messages,20250114023026,llama3.3,1.0
36571,1,Discussion on CERE Token Price Volatility,20250114014000,llama3.3,1.0
36572,2,Unknown Topic,20250114014500,llama3.3,1.0
36570,3,$PAWS Token Giveaway,20250114013000,llama3.3,1.0
36569,4,XTONXWHEELROBOT Promotion,20250114012000,llama3.3,1.0
36568,5,CERE Token Burning Discussion,20250114011000,llama3.3,1.0
36567,6,$PAWS Token Airdrop,20250114010000,llama3.3,1.0
36566,7,XTONXWHEELROBOT Announcement,20250114005000,llama3.3,1.0
36565,8,CERE Token Community Discussion,20250114004000,llama3.3,1.0
36564,9,$PAWS Token Price Speculation,20250114003000,llama3.3,1.0
36563,10,XTONXWHEELROBOT Giveaway,20250114002000,llama3.3,1.0
36562,11,CERE Token Development Update,20250114001000,llama3.3,1.0
36561,12,$PAWS Token Partnership Announcement,20250114000000,llama3.3,1.0
36560,13,XTONXWHEELROBOT Community Engagement,20241231235000,llama3.3,1.0
36559,14,CERE Token Market Trends,20241231234000,llama3.3,1.0
36558,15,$PAWS Token Roadmap Discussion,20241231233000,llama3.3,1.0
36557,16,XTONXWHEELROBOT Product Release,20241231232000,llama3.3,1.0
36556,17,CERE Token Trading Strategies,20241231231000,llama3.3,1.0
36555,18,$PAWS Token Community Support,20241231230000,llama3.3,1.0
36554,19,XTONXWHEELROBOT Event Promotion,20241231225000,llama3.3,1.0
36553,20,CERE Token Ecosystem Growth,20241231224000,llama3.3,1.0
36552,21,$PAWS Token Influencer Partnership,20241231223000,llama3.3,1.0
36551,22,XTONXWHEELROBOT Content Creation,20241231222000,llama3.3,1.0
36550,23,CERE Token Technical Analysis,20241231221000,llama3.3,1.0
36549,24,$PAWS Token Charity Initiative,20241231220000,llama3.3,1.0
36548,25,XTONXWHEELROBOT Community Building,20241231215000,llama3.3,1.0
36547,26,CERE Token Regulatory Compliance,20241231214000,llama3.3,1.0
