message_id,conversation_id,topic,timestamp,labeler_id,confidence
36564,2,Scam/Spam,20250114020500,llama3.3:70b,1.0
36565,2,Scam/Spam,20250114021000,llama3.3:70b,1.0
36566,3,Crypto Discussion,20250114021500,llama3.3:70b,1.0
36567,3,Crypto Discussion,20250114022000,llama3.3:70b,1.0
36568,4,PAWS Token Giveaway,20250114022500,llama3.3:70b,1.0
36569,4,PAWS Token Giveaway,20250114023000,llama3.3:70b,1.0
36570,5,Crypto Trading,20250114023500,llama3.3:70b,1.0
36571,5,Crypto Trading,20250114024000,llama3.3:70b,1.0
36572,6,XTONXWHEELROBOT Promotion,20250114024500,llama3.3:70b,1.0
36573,6,XTONXWHEELROBOT Promotion,20250114025000,llama3.3:70b,1.0
36574,7,Crypto Market Analysis,20250114025500,llama3.3:70b,1.0
36575,7,Crypto Market Analysis,20250114030000,llama3.3:70b,1.0
36576,8,Scam/Spam,20250114030500,llama3.3:70b,1.0
36570,9,$PAWS Token Distribution Discussion,20250114013938,llama3.3:70b,1.0
36571,10,Crypto Community Engagement,20250114014542,llama3.3:70b,1.0
36572,11,Token Giveaway Alert,20250114015049,llama3.3:70b,1.0
36573,12,$PAWS Token Distribution Reminder,20250114015542,llama3.3:70b,1.0
36574,13,Crypto Trading Discussion,20250114020038,llama3.3:70b,1.0
36575,14,Promotion/Spam,20250114020526,llama3.3:70b,1.0
36576,15,Promotion/Spam,20250114021000,llama3.3:70b,1.0
36564,16,$PAWS Token Distribution Discussion,20250114013000,llama3.3:70b,1.0
36565,17,Crypto Community Engagement,20250114013542,llama3.3:70b,1.0
36566,18,Token Giveaway Alert,20250114014049,llama3.3:70b,1.0
36567,19,$PAWS Token Distribution Reminder,20250114014542,llama3.3:70b,1.0
36568,20,Crypto Trading Discussion,20250114015038,llama3.3:70b,1.0
36569,21,Promotion/Spam,20250114015526,llama3.3:70b,1.0
36570,22,$PAWS Token Distribution Discussion,20250114020000,llama3.3:70b,1.0
36571,23,Crypto Community Engagement,20250114020542,llama3.3:70b,1.0
36572,24,Token Giveaway Alert,20250114021049,llama3.3:70b,1.0
36573,25,$PAWS Token Distribution Reminder,20250114021542,llama3.3:70b,1.0
36574,26,Crypto Trading Discussion,20250114022038,llama3.3:70b,1.0
36575,27,Promotion/Spam,20250114022526,llama3.3:70b,1.0
36576,28,Promotion/Spam,20250114023000,llama3.3:70b,1.0
36564,29,$PAWS Token Distribution Discussion,20250114012000,llama3.3:70b,1.0
36565,30,Crypto Community Engagement,20250114012542,llama3.3:70b,1.0
36566,31,Token Giveaway Alert,20250114013049,llama3.3:70b,1.0
36567,32,$PAWS Token Distribution Reminder,20250114013542,llama3.3:70b,1.0
36568,33,Crypto Trading Discussion,20250114014038,llama3.3:70b,1.0
36569,34,Promotion/Spam,20250114014526,llama3.3:70b,1.0
36570,35,$PAWS Token Distribution Discussion,20250114015000,llama3.3:70b,1.0
